"ID","context_id","context_title","context_length","context","question","answer","start position","question type"
"10","2","Fase Perang Badar Kubra (1, 2, 3)","1501","Pertama, Kafilah Quraisy yang dipimpin Abu Sufyan datang dari arah Syam menuju Makah dengan membawa harta dan dagangan. Menurut Ibnu Hisyam dari Ibn Ishaq mereka ini terdiri dari 30/40 orang Quraisy, diantaranya adalah Makhramah Ibn Naufal dan Amr Ibn Al-Ash ibn Wa'il ibn Hisyam. Sedang dalam kitab Al-Thabari Ka'ab ibn Lu'ai, hal ini berdasarkan riwayat dari Ali bin Nashr bin Ali, dan Abdul Warits dari bapaknya dari Abban Al-Thar dari Hisyam bin Urwah dari Urwah bahwa dia telah menulis kepada Abdul Malik bin Marwan. Namun Al-Thabari juga mengutip dari Ibnu Ishaq dengan jalur dari Ibnu Hamid dari Salmah dari Muhammad bin Ishaq bahwa jumlah rombongan Quraisy tersebut adalah 30/40 orang.

Kedua, berita kafilah ini sampai kepada Nabi, kemudian Muhammad mensunnahkan sahabatnya untuk menghalangi kafilah tersebut. Siapa tahu nanti mendapati rizki dari mereka. Sehingga sebagian sahabat merasa keberatan dan sebagiannya tidak, karena perintah Rasul ini bukanlah suatu kewajiban tetapi hanya sebatas menghalangi mereka, dan sahabat tidak mengira jika Nabi akan menghadapi peperangan.

Ketiga, Abu Sufyan setelah dekat Hijaz mencari tahu terus-menerus kepada para penunggang yang berpapasan dengannya tentang Muhammad dan sahabatnya. Ternyata benar bahwa Muhammad telah mengerahkan sahabatnya untuk menghalangi kafilah. Abu Sufyan sangat takut dan memerintahkan diam-diam Ibn Amr Al-Ghifari ke Mekkah untuk mengumpulkan Quraisy agar menyelamatkan rombongannya dari kelompok Muhammad dan sahabatnya.","Berapa jumlah orang Quraisy yang terdiri dalam rombongan kafilah Quraisy?","30/40","681","how many"
"11","2","Fase Perang Badar Kubra (1, 2, 3)","1501","Pertama, Kafilah Quraisy yang dipimpin Abu Sufyan datang dari arah Syam menuju Makah dengan membawa harta dan dagangan. Menurut Ibnu Hisyam dari Ibn Ishaq mereka ini terdiri dari 30/40 orang Quraisy, diantaranya adalah Makhramah Ibn Naufal dan Amr Ibn Al-Ash ibn Wa'il ibn Hisyam. Sedang dalam kitab Al-Thabari Ka'ab ibn Lu'ai, hal ini berdasarkan riwayat dari Ali bin Nashr bin Ali, dan Abdul Warits dari bapaknya dari Abban Al-Thar dari Hisyam bin Urwah dari Urwah bahwa dia telah menulis kepada Abdul Malik bin Marwan. Namun Al-Thabari juga mengutip dari Ibnu Ishaq dengan jalur dari Ibnu Hamid dari Salmah dari Muhammad bin Ishaq bahwa jumlah rombongan Quraisy tersebut adalah 30/40 orang.

Kedua, berita kafilah ini sampai kepada Nabi, kemudian Muhammad mensunnahkan sahabatnya untuk menghalangi kafilah tersebut. Siapa tahu nanti mendapati rizki dari mereka. Sehingga sebagian sahabat merasa keberatan dan sebagiannya tidak, karena perintah Rasul ini bukanlah suatu kewajiban tetapi hanya sebatas menghalangi mereka, dan sahabat tidak mengira jika Nabi akan menghadapi peperangan.

Ketiga, Abu Sufyan setelah dekat Hijaz mencari tahu terus-menerus kepada para penunggang yang berpapasan dengannya tentang Muhammad dan sahabatnya. Ternyata benar bahwa Muhammad telah mengerahkan sahabatnya untuk menghalangi kafilah. Abu Sufyan sangat takut dan memerintahkan diam-diam Ibn Amr Al-Ghifari ke Mekkah untuk mengumpulkan Quraisy agar menyelamatkan rombongannya dari kelompok Muhammad dan sahabatnya.","Siapa saja nama-nama orang Quraisy yang tergabung dalam rombongan kafilah Quraisy?","Makhramah Ibn Naufal dan Amr Ibn Al-Ash ibn Wa'il ibn Hisyam","219","who"
"12","2","Fase Perang Badar Kubra (1, 2, 3)","1501","Pertama, Kafilah Quraisy yang dipimpin Abu Sufyan datang dari arah Syam menuju Makah dengan membawa harta dan dagangan. Menurut Ibnu Hisyam dari Ibn Ishaq mereka ini terdiri dari 30/40 orang Quraisy, diantaranya adalah Makhramah Ibn Naufal dan Amr Ibn Al-Ash ibn Wa'il ibn Hisyam. Sedang dalam kitab Al-Thabari Ka'ab ibn Lu'ai, hal ini berdasarkan riwayat dari Ali bin Nashr bin Ali, dan Abdul Warits dari bapaknya dari Abban Al-Thar dari Hisyam bin Urwah dari Urwah bahwa dia telah menulis kepada Abdul Malik bin Marwan. Namun Al-Thabari juga mengutip dari Ibnu Ishaq dengan jalur dari Ibnu Hamid dari Salmah dari Muhammad bin Ishaq bahwa jumlah rombongan Quraisy tersebut adalah 30/40 orang.

Kedua, berita kafilah ini sampai kepada Nabi, kemudian Muhammad mensunnahkan sahabatnya untuk menghalangi kafilah tersebut. Siapa tahu nanti mendapati rizki dari mereka. Sehingga sebagian sahabat merasa keberatan dan sebagiannya tidak, karena perintah Rasul ini bukanlah suatu kewajiban tetapi hanya sebatas menghalangi mereka, dan sahabat tidak mengira jika Nabi akan menghadapi peperangan.

Ketiga, Abu Sufyan setelah dekat Hijaz mencari tahu terus-menerus kepada para penunggang yang berpapasan dengannya tentang Muhammad dan sahabatnya. Ternyata benar bahwa Muhammad telah mengerahkan sahabatnya untuk menghalangi kafilah. Abu Sufyan sangat takut dan memerintahkan diam-diam Ibn Amr Al-Ghifari ke Mekkah untuk mengumpulkan Quraisy agar menyelamatkan rombongannya dari kelompok Muhammad dan sahabatnya.","Siapa yang mensunnahkan sahabatnya untuk menghalangi kafilah Quraisy?","Muhammad","750","who"
"13","2","Fase Perang Badar Kubra (1, 2, 3)","1501","Pertama, Kafilah Quraisy yang dipimpin Abu Sufyan datang dari arah Syam menuju Makah dengan membawa harta dan dagangan. Menurut Ibnu Hisyam dari Ibn Ishaq mereka ini terdiri dari 30/40 orang Quraisy, diantaranya adalah Makhramah Ibn Naufal dan Amr Ibn Al-Ash ibn Wa'il ibn Hisyam. Sedang dalam kitab Al-Thabari Ka'ab ibn Lu'ai, hal ini berdasarkan riwayat dari Ali bin Nashr bin Ali, dan Abdul Warits dari bapaknya dari Abban Al-Thar dari Hisyam bin Urwah dari Urwah bahwa dia telah menulis kepada Abdul Malik bin Marwan. Namun Al-Thabari juga mengutip dari Ibnu Ishaq dengan jalur dari Ibnu Hamid dari Salmah dari Muhammad bin Ishaq bahwa jumlah rombongan Quraisy tersebut adalah 30/40 orang.

Kedua, berita kafilah ini sampai kepada Nabi, kemudian Muhammad mensunnahkan sahabatnya untuk menghalangi kafilah tersebut. Siapa tahu nanti mendapati rizki dari mereka. Sehingga sebagian sahabat merasa keberatan dan sebagiannya tidak, karena perintah Rasul ini bukanlah suatu kewajiban tetapi hanya sebatas menghalangi mereka, dan sahabat tidak mengira jika Nabi akan menghadapi peperangan.

Ketiga, Abu Sufyan setelah dekat Hijaz mencari tahu terus-menerus kepada para penunggang yang berpapasan dengannya tentang Muhammad dan sahabatnya. Ternyata benar bahwa Muhammad telah mengerahkan sahabatnya untuk menghalangi kafilah. Abu Sufyan sangat takut dan memerintahkan diam-diam Ibn Amr Al-Ghifari ke Mekkah untuk mengumpulkan Quraisy agar menyelamatkan rombongannya dari kelompok Muhammad dan sahabatnya.","Siapa yang sangat takut dan mengumpulkan Quraisy agar menyelamatkan rombongannya?","Abu Sufyan","1322","who"
"14","2","Fase Perang Badar Kubra (1, 2, 3)","1501","Pertama, Kafilah Quraisy yang dipimpin Abu Sufyan datang dari arah Syam menuju Makah dengan membawa harta dan dagangan. Menurut Ibnu Hisyam dari Ibn Ishaq mereka ini terdiri dari 30/40 orang Quraisy, diantaranya adalah Makhramah Ibn Naufal dan Amr Ibn Al-Ash ibn Wa'il ibn Hisyam. Sedang dalam kitab Al-Thabari Ka'ab ibn Lu'ai, hal ini berdasarkan riwayat dari Ali bin Nashr bin Ali, dan Abdul Warits dari bapaknya dari Abban Al-Thar dari Hisyam bin Urwah dari Urwah bahwa dia telah menulis kepada Abdul Malik bin Marwan. Namun Al-Thabari juga mengutip dari Ibnu Ishaq dengan jalur dari Ibnu Hamid dari Salmah dari Muhammad bin Ishaq bahwa jumlah rombongan Quraisy tersebut adalah 30/40 orang.

Kedua, berita kafilah ini sampai kepada Nabi, kemudian Muhammad mensunnahkan sahabatnya untuk menghalangi kafilah tersebut. Siapa tahu nanti mendapati rizki dari mereka. Sehingga sebagian sahabat merasa keberatan dan sebagiannya tidak, karena perintah Rasul ini bukanlah suatu kewajiban tetapi hanya sebatas menghalangi mereka, dan sahabat tidak mengira jika Nabi akan menghadapi peperangan.

Ketiga, Abu Sufyan setelah dekat Hijaz mencari tahu terus-menerus kepada para penunggang yang berpapasan dengannya tentang Muhammad dan sahabatnya. Ternyata benar bahwa Muhammad telah mengerahkan sahabatnya untuk menghalangi kafilah. Abu Sufyan sangat takut dan memerintahkan diam-diam Ibn Amr Al-Ghifari ke Mekkah untuk mengumpulkan Quraisy agar menyelamatkan rombongannya dari kelompok Muhammad dan sahabatnya.","Siapa yang Abu Sufyan perintahkan untuk mengumpulkan Quraisy dan menyelamatkan rombongannya?","Ibn Amr Al-Ghifari","1374","who"
"15","2","Fase Perang Badar Kubra (1, 2, 3)","1501","Pertama, Kafilah Quraisy yang dipimpin Abu Sufyan datang dari arah Syam menuju Makah dengan membawa harta dan dagangan. Menurut Ibnu Hisyam dari Ibn Ishaq mereka ini terdiri dari 30/40 orang Quraisy, diantaranya adalah Makhramah Ibn Naufal dan Amr Ibn Al-Ash ibn Wa'il ibn Hisyam. Sedang dalam kitab Al-Thabari Ka'ab ibn Lu'ai, hal ini berdasarkan riwayat dari Ali bin Nashr bin Ali, dan Abdul Warits dari bapaknya dari Abban Al-Thar dari Hisyam bin Urwah dari Urwah bahwa dia telah menulis kepada Abdul Malik bin Marwan. Namun Al-Thabari juga mengutip dari Ibnu Ishaq dengan jalur dari Ibnu Hamid dari Salmah dari Muhammad bin Ishaq bahwa jumlah rombongan Quraisy tersebut adalah 30/40 orang.

Kedua, berita kafilah ini sampai kepada Nabi, kemudian Muhammad mensunnahkan sahabatnya untuk menghalangi kafilah tersebut. Siapa tahu nanti mendapati rizki dari mereka. Sehingga sebagian sahabat merasa keberatan dan sebagiannya tidak, karena perintah Rasul ini bukanlah suatu kewajiban tetapi hanya sebatas menghalangi mereka, dan sahabat tidak mengira jika Nabi akan menghadapi peperangan.

Ketiga, Abu Sufyan setelah dekat Hijaz mencari tahu terus-menerus kepada para penunggang yang berpapasan dengannya tentang Muhammad dan sahabatnya. Ternyata benar bahwa Muhammad telah mengerahkan sahabatnya untuk menghalangi kafilah. Abu Sufyan sangat takut dan memerintahkan diam-diam Ibn Amr Al-Ghifari ke Mekkah untuk mengumpulkan Quraisy agar menyelamatkan rombongannya dari kelompok Muhammad dan sahabatnya.","Dimana Abu Sufyan mencari tau tentang keberadaan sahabatnya dan Nabi Muhammad?","dekat Hijaz","1115","where"
"16","2","Fase Perang Badar Kubra (1, 2, 3)","1501","Pertama, Kafilah Quraisy yang dipimpin Abu Sufyan datang dari arah Syam menuju Makah dengan membawa harta dan dagangan. Menurut Ibnu Hisyam dari Ibn Ishaq mereka ini terdiri dari 30/40 orang Quraisy, diantaranya adalah Makhramah Ibn Naufal dan Amr Ibn Al-Ash ibn Wa'il ibn Hisyam. Sedang dalam kitab Al-Thabari Ka'ab ibn Lu'ai, hal ini berdasarkan riwayat dari Ali bin Nashr bin Ali, dan Abdul Warits dari bapaknya dari Abban Al-Thar dari Hisyam bin Urwah dari Urwah bahwa dia telah menulis kepada Abdul Malik bin Marwan. Namun Al-Thabari juga mengutip dari Ibnu Ishaq dengan jalur dari Ibnu Hamid dari Salmah dari Muhammad bin Ishaq bahwa jumlah rombongan Quraisy tersebut adalah 30/40 orang.

Kedua, berita kafilah ini sampai kepada Nabi, kemudian Muhammad mensunnahkan sahabatnya untuk menghalangi kafilah tersebut. Siapa tahu nanti mendapati rizki dari mereka. Sehingga sebagian sahabat merasa keberatan dan sebagiannya tidak, karena perintah Rasul ini bukanlah suatu kewajiban tetapi hanya sebatas menghalangi mereka, dan sahabat tidak mengira jika Nabi akan menghadapi peperangan.

Ketiga, Abu Sufyan setelah dekat Hijaz mencari tahu terus-menerus kepada para penunggang yang berpapasan dengannya tentang Muhammad dan sahabatnya. Ternyata benar bahwa Muhammad telah mengerahkan sahabatnya untuk menghalangi kafilah. Abu Sufyan sangat takut dan memerintahkan diam-diam Ibn Amr Al-Ghifari ke Mekkah untuk mengumpulkan Quraisy agar menyelamatkan rombongannya dari kelompok Muhammad dan sahabatnya.","Sahabat diinstruksikan oleh Rasulullah untuk menghalangi siapa?","Quraisy","657","who"
"17","2","Fase Perang Badar Kubra (1, 2, 3)","1501","Pertama, Kafilah Quraisy yang dipimpin Abu Sufyan datang dari arah Syam menuju Makah dengan membawa harta dan dagangan. Menurut Ibnu Hisyam dari Ibn Ishaq mereka ini terdiri dari 30/40 orang Quraisy, diantaranya adalah Makhramah Ibn Naufal dan Amr Ibn Al-Ash ibn Wa'il ibn Hisyam. Sedang dalam kitab Al-Thabari Ka'ab ibn Lu'ai, hal ini berdasarkan riwayat dari Ali bin Nashr bin Ali, dan Abdul Warits dari bapaknya dari Abban Al-Thar dari Hisyam bin Urwah dari Urwah bahwa dia telah menulis kepada Abdul Malik bin Marwan. Namun Al-Thabari juga mengutip dari Ibnu Ishaq dengan jalur dari Ibnu Hamid dari Salmah dari Muhammad bin Ishaq bahwa jumlah rombongan Quraisy tersebut adalah 30/40 orang.

Kedua, berita kafilah ini sampai kepada Nabi, kemudian Muhammad mensunnahkan sahabatnya untuk menghalangi kafilah tersebut. Siapa tahu nanti mendapati rizki dari mereka. Sehingga sebagian sahabat merasa keberatan dan sebagiannya tidak, karena perintah Rasul ini bukanlah suatu kewajiban tetapi hanya sebatas menghalangi mereka, dan sahabat tidak mengira jika Nabi akan menghadapi peperangan.

Ketiga, Abu Sufyan setelah dekat Hijaz mencari tahu terus-menerus kepada para penunggang yang berpapasan dengannya tentang Muhammad dan sahabatnya. Ternyata benar bahwa Muhammad telah mengerahkan sahabatnya untuk menghalangi kafilah. Abu Sufyan sangat takut dan memerintahkan diam-diam Ibn Amr Al-Ghifari ke Mekkah untuk mengumpulkan Quraisy agar menyelamatkan rombongannya dari kelompok Muhammad dan sahabatnya.","Apa reaksi Abu Sufyan setelah mengetahui bahwa sahabat Nabi akan menghalangi kafilahnya?","sangat takut","1333","what"
"18","3","Fase Perang Badar Kubra (4)","1602","Keempat, Atikah binti Abdul Muttalib di Mekkah bermimpi sangat mengagetkan yaitu tiga malam sebelum kedatangan diam-diam. Dalam hal mimpi ini al-Thabari juga menggunakan sumber yang sama dengan Ibn Hisyam yaitu dari Ibn Ishaq yang diperolehnya dari Ibnu Hamid dari Salmah. Atikah menceritakan kepada saudaranya Al-Abbas, saya takut jika ada musibah menimpa kaummu, lalu ditanya mimpi apa? Jawabnya, saya melihat ada seorang penunggang menghadap rombongan dan berhenti di Al-Abthah lagi, kemudian datanglah dlamdlam dan memberi tahu keadaan rombongan Abu Sufyan, bahwa mereka dicegat oleh Muhammad. Kemudian Quraisy siap-siap seraya berkata apakah Muhammad mengira orang Quraisy itu seperti rombongan Ibn Al-Khadlarmi. Tidak, demi Allah ia akan tahu bahwa kita tidak seperti itu. Orang Quraisy ini keluar ke medan perang sendiri atau mengutus gantinya, dan tidak ada seorangpun tokoh mereka yang tertinggal kecuali Abu Lahab dengan mengutus gantinya Al-Ash bin Hisyam bin Al-Mughirah. Bahkan Umayyah bin Khalaf yang telah tua dan sedang mengumpulkan kayu bakarpun didatangi Uqbah bin Abi Mu'aith dan jika tidak ikut maka dianggap termasuk wanita, akhirnya ikut keluar bersama orang banyak. Setelah mereka telah berkumpul untuk berangkat lalu ingat peperangan yang terjadi antara dia (Quraisy) dengan bani Bakar (Kinanah) kemudian takut dan menjadi kendor untuk perang. Kita khawatir kalau orang- orang di belakang kita itu nanti mengikuti kita, hanya saja Iblis kemudian datang kepadanya dengan menyerupai Suraqah Ibn Malik Ibn Ja'syam Al-Mudliji (tokoh bani Kinanah) yang mendorongnya untuk maju terus.","Siapa yang bermimpi tiga malam sebelum kedatangan diam-diam?","Atikah binti Abdul Muttalib","9","who"
"19","3","Fase Perang Badar Kubra (4)","1602","Keempat, Atikah binti Abdul Muttalib di Mekkah bermimpi sangat mengagetkan yaitu tiga malam sebelum kedatangan diam-diam. Dalam hal mimpi ini al-Thabari juga menggunakan sumber yang sama dengan Ibn Hisyam yaitu dari Ibn Ishaq yang diperolehnya dari Ibnu Hamid dari Salmah. Atikah menceritakan kepada saudaranya Al-Abbas, saya takut jika ada musibah menimpa kaummu, lalu ditanya mimpi apa? Jawabnya, saya melihat ada seorang penunggang menghadap rombongan dan berhenti di Al-Abthah lagi, kemudian datanglah dlamdlam dan memberi tahu keadaan rombongan Abu Sufyan, bahwa mereka dicegat oleh Muhammad. Kemudian Quraisy siap-siap seraya berkata apakah Muhammad mengira orang Quraisy itu seperti rombongan Ibn Al-Khadlarmi. Tidak, demi Allah ia akan tahu bahwa kita tidak seperti itu. Orang Quraisy ini keluar ke medan perang sendiri atau mengutus gantinya, dan tidak ada seorangpun tokoh mereka yang tertinggal kecuali Abu Lahab dengan mengutus gantinya Al-Ash bin Hisyam bin Al-Mughirah. Bahkan Umayyah bin Khalaf yang telah tua dan sedang mengumpulkan kayu bakarpun didatangi Uqbah bin Abi Mu'aith dan jika tidak ikut maka dianggap termasuk wanita, akhirnya ikut keluar bersama orang banyak. Setelah mereka telah berkumpul untuk berangkat lalu ingat peperangan yang terjadi antara dia (Quraisy) dengan bani Bakar (Kinanah) kemudian takut dan menjadi kendor untuk perang. Kita khawatir kalau orang- orang di belakang kita itu nanti mengikuti kita, hanya saja Iblis kemudian datang kepadanya dengan menyerupai Suraqah Ibn Malik Ibn Ja'syam Al-Mudliji (tokoh bani Kinanah) yang mendorongnya untuk maju terus.","Siapa saudara Atikah yang diceritakan mimpi tersebut?","Al-Abbas","311","who"
"20","3","Fase Perang Badar Kubra (4)","1602","Keempat, Atikah binti Abdul Muttalib di Mekkah bermimpi sangat mengagetkan yaitu tiga malam sebelum kedatangan diam-diam. Dalam hal mimpi ini al-Thabari juga menggunakan sumber yang sama dengan Ibn Hisyam yaitu dari Ibn Ishaq yang diperolehnya dari Ibnu Hamid dari Salmah. Atikah menceritakan kepada saudaranya Al-Abbas, saya takut jika ada musibah menimpa kaummu, lalu ditanya mimpi apa? Jawabnya, saya melihat ada seorang penunggang menghadap rombongan dan berhenti di Al-Abthah lagi, kemudian datanglah dlamdlam dan memberi tahu keadaan rombongan Abu Sufyan, bahwa mereka dicegat oleh Muhammad. Kemudian Quraisy siap-siap seraya berkata apakah Muhammad mengira orang Quraisy itu seperti rombongan Ibn Al-Khadlarmi. Tidak, demi Allah ia akan tahu bahwa kita tidak seperti itu. Orang Quraisy ini keluar ke medan perang sendiri atau mengutus gantinya, dan tidak ada seorangpun tokoh mereka yang tertinggal kecuali Abu Lahab dengan mengutus gantinya Al-Ash bin Hisyam bin Al-Mughirah. Bahkan Umayyah bin Khalaf yang telah tua dan sedang mengumpulkan kayu bakarpun didatangi Uqbah bin Abi Mu'aith dan jika tidak ikut maka dianggap termasuk wanita, akhirnya ikut keluar bersama orang banyak. Setelah mereka telah berkumpul untuk berangkat lalu ingat peperangan yang terjadi antara dia (Quraisy) dengan bani Bakar (Kinanah) kemudian takut dan menjadi kendor untuk perang. Kita khawatir kalau orang- orang di belakang kita itu nanti mengikuti kita, hanya saja Iblis kemudian datang kepadanya dengan menyerupai Suraqah Ibn Malik Ibn Ja'syam Al-Mudliji (tokoh bani Kinanah) yang mendorongnya untuk maju terus.","Siapa yang memberitahu keadaan rombongan Abu Sufyan?","dlamdlam","506","who"
"21","3","Fase Perang Badar Kubra (4)","1602","Keempat, Atikah binti Abdul Muttalib di Mekkah bermimpi sangat mengagetkan yaitu tiga malam sebelum kedatangan diam-diam. Dalam hal mimpi ini al-Thabari juga menggunakan sumber yang sama dengan Ibn Hisyam yaitu dari Ibn Ishaq yang diperolehnya dari Ibnu Hamid dari Salmah. Atikah menceritakan kepada saudaranya Al-Abbas, saya takut jika ada musibah menimpa kaummu, lalu ditanya mimpi apa? Jawabnya, saya melihat ada seorang penunggang menghadap rombongan dan berhenti di Al-Abthah lagi, kemudian datanglah dlamdlam dan memberi tahu keadaan rombongan Abu Sufyan, bahwa mereka dicegat oleh Muhammad. Kemudian Quraisy siap-siap seraya berkata apakah Muhammad mengira orang Quraisy itu seperti rombongan Ibn Al-Khadlarmi. Tidak, demi Allah ia akan tahu bahwa kita tidak seperti itu. Orang Quraisy ini keluar ke medan perang sendiri atau mengutus gantinya, dan tidak ada seorangpun tokoh mereka yang tertinggal kecuali Abu Lahab dengan mengutus gantinya Al-Ash bin Hisyam bin Al-Mughirah. Bahkan Umayyah bin Khalaf yang telah tua dan sedang mengumpulkan kayu bakarpun didatangi Uqbah bin Abi Mu'aith dan jika tidak ikut maka dianggap termasuk wanita, akhirnya ikut keluar bersama orang banyak. Setelah mereka telah berkumpul untuk berangkat lalu ingat peperangan yang terjadi antara dia (Quraisy) dengan bani Bakar (Kinanah) kemudian takut dan menjadi kendor untuk perang. Kita khawatir kalau orang- orang di belakang kita itu nanti mengikuti kita, hanya saja Iblis kemudian datang kepadanya dengan menyerupai Suraqah Ibn Malik Ibn Ja'syam Al-Mudliji (tokoh bani Kinanah) yang mendorongnya untuk maju terus.","Siapa yang dipercayai dapat mendorong Abu Sufyan maju terus?","Suraqah Ibn Malik Ibn Ja'syam Al-Mudliji","1505","who"
"22","3","Fase Perang Badar Kubra (4)","1602","Keempat, Atikah binti Abdul Muttalib di Mekkah bermimpi sangat mengagetkan yaitu tiga malam sebelum kedatangan diam-diam. Dalam hal mimpi ini al-Thabari juga menggunakan sumber yang sama dengan Ibn Hisyam yaitu dari Ibn Ishaq yang diperolehnya dari Ibnu Hamid dari Salmah. Atikah menceritakan kepada saudaranya Al-Abbas, saya takut jika ada musibah menimpa kaummu, lalu ditanya mimpi apa? Jawabnya, saya melihat ada seorang penunggang menghadap rombongan dan berhenti di Al-Abthah lagi, kemudian datanglah dlamdlam dan memberi tahu keadaan rombongan Abu Sufyan, bahwa mereka dicegat oleh Muhammad. Kemudian Quraisy siap-siap seraya berkata apakah Muhammad mengira orang Quraisy itu seperti rombongan Ibn Al-Khadlarmi. Tidak, demi Allah ia akan tahu bahwa kita tidak seperti itu. Orang Quraisy ini keluar ke medan perang sendiri atau mengutus gantinya, dan tidak ada seorangpun tokoh mereka yang tertinggal kecuali Abu Lahab dengan mengutus gantinya Al-Ash bin Hisyam bin Al-Mughirah. Bahkan Umayyah bin Khalaf yang telah tua dan sedang mengumpulkan kayu bakarpun didatangi Uqbah bin Abi Mu'aith dan jika tidak ikut maka dianggap termasuk wanita, akhirnya ikut keluar bersama orang banyak. Setelah mereka telah berkumpul untuk berangkat lalu ingat peperangan yang terjadi antara dia (Quraisy) dengan bani Bakar (Kinanah) kemudian takut dan menjadi kendor untuk perang. Kita khawatir kalau orang- orang di belakang kita itu nanti mengikuti kita, hanya saja Iblis kemudian datang kepadanya dengan menyerupai Suraqah Ibn Malik Ibn Ja'syam Al-Mudliji (tokoh bani Kinanah) yang mendorongnya untuk maju terus.","Siapa yang mengutus gantinya Al-Ash bin Hisyam bin Al-Mughirah?","Abu Lahab","914","who"
"23","3","Fase Perang Badar Kubra (4)","1602","Keempat, Atikah binti Abdul Muttalib di Mekkah bermimpi sangat mengagetkan yaitu tiga malam sebelum kedatangan diam-diam. Dalam hal mimpi ini al-Thabari juga menggunakan sumber yang sama dengan Ibn Hisyam yaitu dari Ibn Ishaq yang diperolehnya dari Ibnu Hamid dari Salmah. Atikah menceritakan kepada saudaranya Al-Abbas, saya takut jika ada musibah menimpa kaummu, lalu ditanya mimpi apa? Jawabnya, saya melihat ada seorang penunggang menghadap rombongan dan berhenti di Al-Abthah lagi, kemudian datanglah dlamdlam dan memberi tahu keadaan rombongan Abu Sufyan, bahwa mereka dicegat oleh Muhammad. Kemudian Quraisy siap-siap seraya berkata apakah Muhammad mengira orang Quraisy itu seperti rombongan Ibn Al-Khadlarmi. Tidak, demi Allah ia akan tahu bahwa kita tidak seperti itu. Orang Quraisy ini keluar ke medan perang sendiri atau mengutus gantinya, dan tidak ada seorangpun tokoh mereka yang tertinggal kecuali Abu Lahab dengan mengutus gantinya Al-Ash bin Hisyam bin Al-Mughirah. Bahkan Umayyah bin Khalaf yang telah tua dan sedang mengumpulkan kayu bakarpun didatangi Uqbah bin Abi Mu'aith dan jika tidak ikut maka dianggap termasuk wanita, akhirnya ikut keluar bersama orang banyak. Setelah mereka telah berkumpul untuk berangkat lalu ingat peperangan yang terjadi antara dia (Quraisy) dengan bani Bakar (Kinanah) kemudian takut dan menjadi kendor untuk perang. Kita khawatir kalau orang- orang di belakang kita itu nanti mengikuti kita, hanya saja Iblis kemudian datang kepadanya dengan menyerupai Suraqah Ibn Malik Ibn Ja'syam Al-Mudliji (tokoh bani Kinanah) yang mendorongnya untuk maju terus.","Siapa yang akhirnya ikut keluar bersama orang banyak?","Umayyah bin Khalaf","991","who"
"24","3","Fase Perang Badar Kubra (4)","1602","Keempat, Atikah binti Abdul Muttalib di Mekkah bermimpi sangat mengagetkan yaitu tiga malam sebelum kedatangan diam-diam. Dalam hal mimpi ini al-Thabari juga menggunakan sumber yang sama dengan Ibn Hisyam yaitu dari Ibn Ishaq yang diperolehnya dari Ibnu Hamid dari Salmah. Atikah menceritakan kepada saudaranya Al-Abbas, saya takut jika ada musibah menimpa kaummu, lalu ditanya mimpi apa? Jawabnya, saya melihat ada seorang penunggang menghadap rombongan dan berhenti di Al-Abthah lagi, kemudian datanglah dlamdlam dan memberi tahu keadaan rombongan Abu Sufyan, bahwa mereka dicegat oleh Muhammad. Kemudian Quraisy siap-siap seraya berkata apakah Muhammad mengira orang Quraisy itu seperti rombongan Ibn Al-Khadlarmi. Tidak, demi Allah ia akan tahu bahwa kita tidak seperti itu. Orang Quraisy ini keluar ke medan perang sendiri atau mengutus gantinya, dan tidak ada seorangpun tokoh mereka yang tertinggal kecuali Abu Lahab dengan mengutus gantinya Al-Ash bin Hisyam bin Al-Mughirah. Bahkan Umayyah bin Khalaf yang telah tua dan sedang mengumpulkan kayu bakarpun didatangi Uqbah bin Abi Mu'aith dan jika tidak ikut maka dianggap termasuk wanita, akhirnya ikut keluar bersama orang banyak. Setelah mereka telah berkumpul untuk berangkat lalu ingat peperangan yang terjadi antara dia (Quraisy) dengan bani Bakar (Kinanah) kemudian takut dan menjadi kendor untuk perang. Kita khawatir kalau orang- orang di belakang kita itu nanti mengikuti kita, hanya saja Iblis kemudian datang kepadanya dengan menyerupai Suraqah Ibn Malik Ibn Ja'syam Al-Mudliji (tokoh bani Kinanah) yang mendorongnya untuk maju terus.","Siapa yang mendatangi Umayyah bin Khalaf dan mengajaknya berperang?","Uqbah bin Abi Mu'aith","1073","who"
